TIF,施設,全回答数,直近30日間の回答数,前の30日間の回答数,伸び率（対前月）,回答数順位,回答数順位(直近30日間),商品・サービス満足度,商品・サービス満足度(直近30日間),施設全体満足度,施設全体満足度(直近30日間),旅全体満足度,旅全体満足度(直近30日間),施設の推奨度,推奨者数,非推奨者数,NPS,推奨者数(直近30日間),非推奨者数(直近30日間),NPS(直近30日間),10代,20代,30代,40代,50代,60代,70代,80代,90代,100代,男性,女性,1泊,2泊,3泊,4泊以上,日帰り,自分ひとり,恋人,友人,夫婦2人,団体旅行,親戚,親,職場の同僚,小学生以下連れの家族,中学生以下連れの家族,高校生連れの家族,災害支援,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,100万円未満,100万円以上 200万円未満,200万円以上 300万円未満,300万円以上 400万円未満,400万円以上 500万円未満,500万円以上 600万円未満,600万円以上 700万円未満,700万円以上 800万円未満,800万円以上 900万円未満,"900万円以上 1,000万円未満","1,000万円以上 1,200万円未満","1,200万円以上 1,500万円未満","1,500万円以上",北海道,青森県,岩手県,宮城県,秋田県,山形県,福島県,茨城県,栃木県,群馬県,埼玉県,千葉県,東京都,神奈川県,新潟県,富山県,石川県,福井県,山梨県,長野県,岐阜県,静岡県,愛知県,三重県,滋賀県,京都府,大阪府,兵庫県,奈良県,和歌山県,鳥取県,島根県,岡山県,広島県,山口県,徳島県,香川県,愛媛県,高知県,福岡県,佐賀県,長崎県,熊本県,大分県,宮崎県,鹿児島県,沖縄県
スキージャム勝山 エリア,19,,,,,,,,4.315789474,,,,,12,1,57.89473684,,,,0,0,5,4,8,1,0,0,0,0,11,8,8,3,3,0,5,1,2,1,3,1,0,1,0,6,0,0,0,2,10,4,3,3,6,1,0,0,3,2,0,1,0,2,0,0,1,1,0,3,1,1,0,3,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,3,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
六呂師高原 エリア,41,,,,,,,,4.024390244,,,,,14,14,0,,,,0,1,4,11,12,12,1,0,0,0,20,21,5,5,0,2,29,4,1,2,17,1,0,4,0,8,0,0,0,3,4,14,5,11,3,4,1,0,4,4,3,0,0,4,1,0,1,2,4,3,5,2,4,2,2,3,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0,0,1,0,3,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
レインボーライン エリア,69,,,,,,,,4.434782609,,,,,38,9,42.02898551,,,,0,6,12,12,21,15,3,0,0,0,30,36,22,10,3,3,31,2,10,3,32,0,0,9,0,2,0,0,0,9,8,24,14,28,10,1,2,0,2,9,0,0,0,9,2,0,7,2,8,13,6,5,4,7,3,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,3,14,0,0,8,0,5,2,2,1,12,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
北陸新幹線 越前たけふ駅 エリア,55,,,,,,,,4.054545455,,,,,22,15,12.72727273,,,,1,4,8,7,26,8,1,0,0,0,28,25,18,5,2,1,29,12,2,3,26,0,0,4,0,4,0,0,0,4,8,14,6,8,5,13,2,0,1,2,0,0,0,6,8,5,6,1,2,6,6,6,9,2,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,1,26,0,0,3,1,1,1,1,3,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
うみんぴあ大飯 エリア,28,,,,,,,,4.107142857,,,,,11,7,14.28571429,,,,0,1,4,4,13,5,1,0,0,0,19,9,6,0,0,5,17,11,2,0,12,0,0,1,0,2,0,0,0,2,1,6,2,5,0,3,2,0,2,3,0,0,0,3,1,4,2,0,3,5,0,1,9,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,2,0,1,5,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
はたや記念館 ゆめおーれ勝山 エリア,39,,,,,,,,4.205128205,,,,,15,6,23.07692308,,,,1,0,3,6,14,13,2,0,0,0,15,23,9,5,0,0,25,1,0,0,24,0,0,2,0,7,0,0,0,4,9,15,0,5,9,1,5,0,0,7,2,0,0,6,1,0,3,1,5,3,3,3,3,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,22,0,0,0,0,1,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
越前陶芸村 エリア,43,,,,,,,,4.139534884,,,,,18,10,18.60465116,,,,0,1,6,4,22,8,2,0,0,0,22,21,7,5,0,6,25,8,2,1,22,0,0,0,0,4,0,0,0,6,8,14,5,4,4,4,8,0,0,1,0,0,0,2,4,5,6,3,1,4,5,3,9,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,21,0,2,0,1,4,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
小浜市まちの駅 エリア,11,,,,,,,,4.272727273,,,,,4,4,0,,,,0,0,2,3,4,0,2,0,0,0,6,5,2,3,1,1,4,4,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,2,0,0,1,2,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東尋坊 エリア,23,,,,,,,,4.304347826,,,,,8,7,4.347826087,,,,0,3,6,1,6,7,0,0,0,0,8,15,12,3,1,2,5,4,1,1,7,0,0,3,0,2,0,0,0,3,5,7,3,7,5,0,0,0,2,2,0,0,0,2,1,0,5,0,0,2,2,4,2,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,4,3,0,1,0,1,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
美浜町レイクセンター エリア,66,,,,,,,,4.272727273,,,,,23,11,18.18181818,,,,1,2,7,8,26,20,1,0,0,0,27,35,18,14,0,0,34,10,1,3,28,4,0,4,1,5,0,0,0,9,11,34,10,25,4,6,3,0,0,14,3,0,0,10,2,1,7,2,4,9,14,3,5,4,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,5,11,0,0,4,2,4,3,3,5,10,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
若狭海遊バザール 千鳥苑 エリア,22,,,,,,,,4.045454545,,,,,5,7,-9.090909091,,,,0,0,2,4,9,6,1,0,0,0,9,12,1,1,0,0,20,6,0,0,12,0,0,1,0,2,0,0,0,0,0,6,2,5,1,6,0,0,2,7,0,0,0,5,0,1,4,1,3,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,2,0,2,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
若狭高浜 エリア,14,,,,,,,,4.285714286,,,,,6,1,35.71428571,,,,0,0,2,4,3,4,0,0,0,0,8,4,3,0,0,1,10,1,0,0,4,1,0,0,1,5,0,0,0,1,2,1,0,1,1,0,1,0,2,1,0,0,0,0,1,2,1,0,0,1,4,2,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
越前海岸 くりや旅館街 エリア,8,,,,,,,,4.75,,,,,4,0,50,,,,0,0,0,1,3,3,1,0,0,0,2,4,7,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,4,5,8,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
赤礁崎オートキャンプ場 エリア,2,,,,,,,,5,,,,,1,0,50,,,,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
若狭和田 エリア,27,,,,,,,,4.481481481,,,,,11,4,25.92592593,,,,0,0,2,6,10,7,2,0,0,0,14,13,19,4,1,2,1,7,0,3,4,0,0,2,3,2,0,0,0,10,5,10,0,2,0,1,1,0,3,3,0,0,0,4,0,6,3,0,2,3,4,4,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,0,0,1,2,3,0,0,0,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
