エリア	施設	タイムスタンプ	個人情報保護の方針について	全行程での宿泊数をお答えください（石川県以外での宿泊も含みます）	石川県内での宿泊数をお答えください	石川県内での宿泊エリアをお答えください	石川県外での宿泊エリアをお答えください	今回はどなたと石川県を訪れていますか？	今回の石川県の訪問目的は何ですか？（複数選択可）	石川県外から訪れた方にお聞きします。今回は主にどのような交通手段で石川県に来られましたか。※2つまでお答えください	次に、 当施設  を訪れる際に利用した主な交通手段をお答えください。※2つまでお答えください	前の設問で「自家用車」「徒歩」以外を選択された方にお聞きします。当該の交通手段をお使いいただいた満足度をお聞かせください。	上記満足度の理由について、具体的に教えてください	今回の旅行またはお出かけにおける、石川県内での具体的な宿泊費をお答えください。（予定でも可/１人あたり）	今回の旅行またはお出かけにおける石川県内での具体的な交通費をお答えください。（予定でも可/１人あたり） ※石川県外からの交通費、石川県内での交通費を含む。	今回の旅行またはお出かけにおける、石川県内での具体的な現地消費額をお答えください。（予定でも可/１人あたり） ※飲食、買い物、体験・観光などの消費額合計 ※宿泊費、交通費を除く	これまでに   当施設   には何度訪れたことがありますか。	今回   当施設   を訪れる際に参考にした情報源は何ですか？（複数選択可）	当施設   の前に訪れた主な場所（施設やスポット名称、エリアなど）を、次の名称リストからひとつ選んでください。  ※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。 ※当施設   が最初に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。	上記名称リストにない場合について、具体的にお答えください。(前)	当施設   の後に訪れる予定の場所（施設やスポット名称、エリア）を、次の名称リストからひとつ選んでください  ※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。 ※当施設    が最後に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。	上記名称リストにない場合について、具体的にお答えください。(後)	当施設    における、消費総額をお答えください。（予定でも可/１人あたり）	当施設 における、商品・サービスの満足度をお答えください	上記満足度の理由につい具体的に教えてください。(サービス)	当施設   における、施設全体の満足度をお答えください。	上記満足度の理由につい具体的に教えてください。(施設全体)	当施設   において、不便を感じたり困ったことはありましたか。	上記不便を感じたり、困ったことについて具体的に教えてください	あなたは石川県への旅行または 当施設 へのお出かけを、どのくらい家族や友人に薦めたいと思いますか。 0（全く薦めたくない）～10（ぜひ薦めたい）でお答えください。	あなたが求めている   当施設   の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください	今後、再び石川県を訪れたいと思いますか	あなたが求めている石川県の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください。  (※必須項目です。無ければ「特になし」とご記入ください)	性別をお答えください	生まれた年をお答えください	お住いの都道府県をお答えください	お住いの市区町村をお答えください 例：新宿区	世帯年収をお答えください	アンケートに回答しようと思った動機をお答えください	旅全体の総合満足度を教えてください。	石川県への旅行を、どのくらい家族や友人に勧めたいと薦めたいと思いますか。 ０（まったく薦めたくない）～１０（ぜひ薦めたい）でお答え下さい。	今回の旅行またはお出かけにおいて、特に人に薦めたいと感じたものとその理由について具体的に教えてください。
加賀エリア	小松空港	2025/08/20	同意する	1泊	1泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	自分ひとり	写真撮影	飛行機	路線バス	とても満足		10,000円以上 20,000円未満	10,000円以上 20,000円未満	1,000円以上 3,000円未満	11回目以上	インターネット・アプリ	石川県立航空プラザ		選択なし／該当施設なし		5,000円以上 10,000円未満	とても満足		とても満足		感じた	コンビニがあった方が良い	10		また行きたい（1年以内）	特になし	男	1956	千葉県	千葉市稲毛区	700万円以上 800万円未満	石川県のおすすめ観光スポットが見たい, 石川県の雑学を知りたい	とても満足	10	
加賀エリア	トレインパーク白山	2025/08/21	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	石川県外には泊まらない	小学生以下連れの家族	テーマパーク（遊園地、動物園、博物館など）	在来線	在来線, 路線バス	満足		使わない	5,000円以上 10,000円未満	使わない	2～5回目	インターネット・アプリ	選択なし/該当施設なし	白山トレインパーク	選択なし／該当施設なし		5,000円以上 10,000円未満	満足		満足		感じなかった		2		また行きたい（1年以内）	金沢のよさを感じられる	女	1988	富山県	魚津市	700万円以上 800万円未満	景品が当たる	満足	5	
加賀エリア	ふれあい昆虫館	2025/08/21	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	家族の家	小学生以下連れの家族	テーマパーク（遊園地、動物園、博物館など）, お祭りやイベントへの参加・見物	自家用車	自家用車			使わない	20,000円以上 30,000円未満	3,000円以上 5,000円未満	6～10回目	インターネット・アプリ, 友人・知人	日本自動車博物館		月うさぎの里		1,000円未満	満足		満足		感じなかった		6		石川県在住	特になし	女	1992	石川県	金沢市	700万円以上 800万円未満	ひゃくまんさんが好き, 石川県のおすすめ観光スポットが見たい, なんとなく	満足	8	
加賀エリア	小松空港	2025/08/21	同意する	2泊	2泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	恋人	地元の美味しいものを食べる	飛行機	路線バス	不満	全国共通交通カードが使えない点。	3,000円以上 5,000円未満	50,000円以上 100,000円未満	1,000円以上 3,000円未満	2～5回目	Instagram, 友人・知人	選択なし/該当施設なし		選択なし／該当施設なし		使わない	満足		どちらでもない		感じなかった		5		機会があれば行きたい	交通の便向上。バスの本数が少なく感じる	女	1998	東京都	江東区	100万円以上 200万円未満	景品が当たる	とても満足	8	美味しいご飯、お酒、豊かな自然に温泉。
加賀エリア	ゆのくに天祥	2025/08/21	同意する	2泊	2泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	夫婦2人	宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 各種体験（手作り、果物狩りなど）	新幹線, 在来線	在来線	どちらでもない		50,000円以上 100,000円未満	10,000円以上 20,000円未満	1,000円以上 3,000円未満	初めて	インターネット・アプリ, X(旧：Twitter)	選択なし/該当施設なし		選択なし／該当施設なし		使わない	どちらでもない		どちらでもない		感じた	充電器貸し出しなし	6		どちらともいえない	特になし	女	1997	東京都	日野市	900万円以上 1,000万円未満	景品が当たる	満足	8	
加賀エリア	ゆのくに天祥	2025/08/22	同意する	1泊	1泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	中学生以上連れの家族	宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）	自家用車	自家用車			20,000円以上 30,000円未満	5,000円以上 10,000円未満	3,000円以上 5,000円未満	初めて	インターネット・アプリ	選択なし/該当施設なし		ゆのくにの森		30,000円以上 40,000円未満	満足		満足		感じた	お手洗い	7		機会があれば行きたい	お土産で有名物が欲しい	男	1980	埼玉県	所沢	600万円以上 700万円未満	景品が当たる	満足	7	
加賀エリア	小松空港	2025/08/22	同意する	2泊	石川県内には宿泊しない	石川県内には宿泊しない	福井県	自分ひとり	帰省	飛行機	自家用車, 路線バス	満足		使わない	1,000円以上 3,000円未満	20,000円以上 30,000円未満	11回目以上	友人・知人	選択なし/該当施設なし		選択なし／該当施設なし		1,000円以上 3,000円未満	とても満足	都心では、あまり置いていない野口尚彦研究所のお酒が、複数置いてあったのには嬉しさを感じました。2階のショップに置いてあるものもガラッと変わって、なかなか楽しめました。	満足		感じた	ラウンジが使えなくなっていたこと(アメックス)。これまでフライトまでの時間で仕事をしていたので、少し困りました。	8		また行きたい（1年以内）	特になし	女	1981	東京都	大田区	700万円以上 800万円未満	景品が当たる, 	満足	6	空港で野口尚彦研究所のお酒が買えることは、紹介したいです。
加賀エリア	小松空港	2025/08/22	同意する	2泊	2泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	自分ひとり	テスト	飛行機	路線バス	不満	乗り換えが多い	5,000円以上 10,000円未満	40,000円以上 50,000円未満	5,000円以上 10,000円未満	初めて	Instagram	選択なし/該当施設なし		選択なし／該当施設なし		1,000円以上 3,000円未満	とても不満	クレジットカードのゴールカードなのにラウンジ使えないって言われた。こんなことはじめて。	とても不満	クレジットカードのゴールカードなのにラウンジ使えないって言われた。こんなことはじめて。	感じなかった		3		機会があれば行きたい	特になし	女	2002	福岡県	福岡市	100万円未満	景品が当たる	どちらでもない	10	
加賀エリア	日本自動車博物館	2025/08/22	同意する	2泊	2泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	家族	地元の美味しいものを食べる, 名所、旧跡の観光	自家用車	自家用車			100,000円以上	100,000円以上	10,000円以上 20,000円未満	初めて	インターネット・アプリ	ゆのくにの森		日本自動車博物館		3,000円以上 5,000円未満	満足		満足		感じなかった		6		機会があれば行きたい	特になし	男	1976	千葉県	八千代市	500万円以上 600万円未満	ひゃくまんさんが好き	満足	6	
加賀エリア	「安宅の関」こまつ勧進帳の里	2025/08/22	同意する	2泊	2泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	富山県	母と夫婦、3人	地元の美味しいものを食べる, 名所、旧跡の観光	自家用車	自家用車			30,000円以上 40,000円未満	10,000円以上 20,000円未満	5,000円以上 10,000円未満	2～5回目	新聞・雑誌・ガイドブック, インターネット・アプリ	選択なし/該当施設なし	山中温泉　河鹿荘	選択なし／該当施設なし		20,000円以上 30,000円未満	不満	リニューアルオープンということで高齢者の母を同伴したが、バリアフリー♿などの配慮はほぼなく、楽しみにしていた温泉すら入ることが難しかった。古い旅館をリニューアルというなら高齢者や障がい者のことを考えなくてはいけない。	不満		感じた	河鹿荘以外は九谷焼の買い物を楽しめた。	2		機会があれば行きたい	特になし	女	1959	大阪府	吹田市	800万円以上 900万円未満		満足	7	安宅の関の素晴らしさ。 大阪には文楽ファンが多いのでぜひすすめたい。
加賀エリア	小松市観光交流センター Komatsu九	2025/08/22	同意する	2泊	石川県内には宿泊しない	石川県内には宿泊しない	福井県	自分ひとり	出張など仕事関係	飛行機	路線バス	とても満足		10,000円以上 20,000円未満	20,000円以上 30,000円未満	5,000円以上 10,000円未満	初めて	インターネット・アプリ	選択なし/該当施設なし		選択なし／該当施設なし		使わない	とても満足		とても満足		感じなかった		5		また行きたい（1年以内）	ありがとうございます	女	1974	北海道	札幌市	600万円以上 700万円未満	景品が当たる	とても満足	10	
加賀エリア	法師旅館	2025/08/22	同意する	1泊	4泊以上	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	富山県	夫婦2人	宿でのんびり過ごす	自家用車	自家用車			10,000円以上 20,000円未満	1,000円以上 3,000円未満	1,000円以上 3,000円未満	初めて	インターネット・アプリ	選択なし/該当施設なし		那谷寺		10,000円以上 20,000円未満	満足	対応が親切丁寧	満足	ゆっくり過ごせた	感じなかった		3		また行きたい（1年以内）	地場物の美味しい情報	男	1963	富山県	射水市大島	500万円以上 600万円未満	景品が当たる	満足	3	食べ物が美味しい 
加賀エリア	法師旅館	2025/08/23	同意する	1泊	1泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	親	宿でのんびり過ごす	飛行機	路線バス	不満	接続が悪い、バス停等がわかりにくい、せっかく良い温泉がたくさんあるのにもったいない	50,000円以上 100,000円未満	30,000円以上 40,000円未満	20,000円以上 30,000円未満	初めて	インターネット・アプリ	石川県立航空プラザ	上記全て	選択なし／該当施設なし	法師	20,000円以上 30,000円未満	満足	おもてなしか素晴らしい	満足	ほぼ満足、一部施設か古い(床等)	感じた	上記	8	施設、食事、お土産、とても良いです	また行きたい（1年以内）	温泉、食事	女	1971	東京都	品川区	1,500万円以上	景品が当たる	満足	8	温泉が素晴らしい
加賀エリア	小松空港	2025/08/23	同意する	4泊以上	4泊以上	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	自分ひとり	友人・親戚を訪ねる	飛行機	自家用車			使わない	5,000円以上 10,000円未満	1,000円以上 3,000円未満	2～5回目	Instagram, 友人・知人	選択なし/該当施設なし	MooMoo牧場	選択なし／該当施設なし		使わない	どちらでもない		どちらでもない		感じなかった		5		また行きたい（1年以内）	お寿司	女	1999	東京都	墨田区	400万円以上 500万円未満	景品が当たる	とても満足	10	
加賀エリア	小松空港	2025/08/23	同意する	1泊	1泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	PTA関係	出張など仕事関係, 日本PTA連合会石川大会参加のため	飛行機	自家用車			5,000円以上 10,000円未満	20,000円以上 30,000円未満	40,000円以上 50,000円未満	初めて	インターネット・アプリ	選択なし/該当施設なし		石川県立航空プラザ		3,000円以上 5,000円未満	とても満足	なかなか見られないから	とても満足	無料で楽しめ、お土産も気に入ったのが買えたから	感じた	荷物を持って歩いていく時に、暑過ぎて困った	8	売店が現金のみだったので、色々使えると助かる	機会があれば行きたい	お酒、海産物、牛肉が美味しかった。美術館、博物館、兼六園が近くにあり、歩くのが大変だったが回るのは楽しかった。バスの1日乗車券を購入したが、いまいちどのバスに乗ったらいいか分かりにくかった。	女	1974	熊本県	玉名郡南関町	800万円以上 900万円未満	景品が当たる, なんとなく	満足	8	食べ物が美味しく、文化的な施設も豊富で色々と楽しめた。
加賀エリア	トレインパーク白山	2025/08/24	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	石川県外には泊まらない	恋人	名所、旧跡の観光, お祭りやイベントへの参加・見物	県外から訪れていない（石川県内在住）	自家用車			使わない	5,000円以上 10,000円未満	1,000円以上 3,000円未満	初めて	TV・ラジオ番組やCM, インターネット・アプリ	選択なし/該当施設なし	スイーツガーデンマルフジ	選択なし／該当施設なし	いしかわ動物園	1,000円未満	とても満足	映像解説がわかりやすく長すぎなかった	とても満足	全体的に綺麗で、休憩場所もゆったりしていて過ごしやすかった	感じた	検査場の見学スペースが熱かった	9	ソフトクリームが美味しそうだった	石川県在住	イマーシブな体験が出来るイベント、施設	男	1994	石川県	金沢市	300万円以上 400万円未満	景品が当たる	とても満足	10	いしかわ動物園のナイトズーが非日常で楽しい
加賀エリア	ゆのくに天祥	2025/08/24	同意する	1泊	1泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	団体旅行	宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる	自家用車	自家用車			20,000円以上 30,000円未満	10,000円以上 20,000円未満	1,000円以上 3,000円未満	初めて	インターネット・アプリ	選択なし/該当施設なし		選択なし／該当施設なし		5,000円以上 10,000円未満	満足	お風呂も料理も美味しかった	満足		感じた	館内で迷った	8		また行きたい（1年以内）	新鮮な海産物	男	1978	富山県	砺波市	600万円以上 700万円未満	景品が当たる	満足	8	
加賀エリア	トレインパーク白山	2025/08/24	同意する	日帰り	石川県内には宿泊しない	白山エリア （一里野温泉、白峰温泉、白山市など）	京都府	小学生以下連れの家族	テーマパーク（遊園地、動物園、博物館など）, 買い物、アウトレット	自家用車	自家用車	とても満足		使わない	5,000円以上 10,000円未満	使わない	2～5回目	友人・知人	ゆのくにの森		選択なし／該当施設なし		3,000円以上 5,000円未満	とても満足		とても満足		感じなかった		3		また行きたい（1年以内）	ご当地グルメ	男	1985	石川県	金沢	300万円以上 400万円未満	石川県の雑学を知りたい	とても満足	10	
加賀エリア	ゆのくに天祥	2025/08/24	同意する	2泊	1泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	岐阜県	小学生以下連れの家族	温泉や露天風呂, 各種体験（手作り、果物狩りなど）, その他スポーツ（ゴルフ、テニスなど）	自家用車	自家用車			50,000円以上 100,000円未満	5,000円以上 10,000円未満	20,000円以上 30,000円未満	2～5回目	インターネット・アプリ	ゆのくにの森		選択なし／該当施設なし		5,000円以上 10,000円未満	どちらでもない	絵付け体験の人が多くて、待ち時間が長かった。案内の人も無愛想でした。	どちらでもない		感じた	人気だったのか、待ち時間が長かったので子どもがぐずらないかハラハラしました。	5		機会があれば行きたい	特にありません。	女	1981	京都府	京都市	800万円以上 900万円未満	景品が当たる, 石川県のおすすめ観光スポットが見たい	満足	6	ゆのくに天祥のホテルがよかったので、薦めたいなと思います。 ホテルだけで十分楽しめました。
加賀エリア	白山市観光情報センター	2025/08/24	同意する	日帰り	4泊以上	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	夫婦2人	地元の美味しいものを食べる	県外から訪れていない（石川県内在住）	自家用車			使わない	5,000円以上 10,000円未満	使わない	6～10回目	友人・知人	選択なし/該当施設なし	鳥越方面ドライブ	選択なし／該当施設なし	金沢方面	1,000円未満	満足	観光案内パンフレットがたくさん置いてある	満足	涼しくて居心地がいい	感じなかった		5		また行きたい（1年以内）	新鮮で美味しいもの	女	1960	石川県	久安	600万円以上 700万円未満	ひゃくまんさんが好き	満足	8	
加賀エリア	小松空港	2025/08/24	同意する	1泊	1泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	夫婦2人	地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策	新幹線, 飛行機	タクシー	とても満足	親切迅速	20,000円以上 30,000円未満	40,000円以上 50,000円未満	50,000円以上 100,000円未満	初めて	インターネット・アプリ	選択なし/該当施設なし	金沢駅	選択なし／該当施設なし	帰る	5,000円以上 10,000円未満	不満	レストランが昼休憩！	とても不満	案内レベルが低い	感じた	案内が足りない	1	なし	また行きたい（1年以内）	特になし	無回答	1963	北海道	旭川市	1,200万円以上 1,500万円未満	景品が当たる, ひゃくまんさんが好き, ARでひゃくまんさんと写真が撮りたかった, 動く３Dひゃくまんさんを見たい	とても満足	10	みなさん親切
加賀エリア	ふれあい昆虫館	2025/08/24	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	石川県民	小学生以下連れの家族	子供との休日	自家用車	自家用車			使わない	1,000円以上 3,000円未満	1,000円未満	11回目以上	インターネット・アプリ	選択なし/該当施設なし		石川県立航空プラザ		1,000円以上 3,000円未満	どちらでもない		どちらでもない		感じなかった		5		石川県在住	なし	男	1982	石川県	かなか	500万円以上 600万円未満	景品が当たる	どちらでもない	5	
加賀エリア	ポイントバケーション加賀山中	2025/08/24	同意する	3泊	1泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	三重県	自分ひとり	宿でのんびり過ごす, 温泉や露天風呂, 花見や紅葉などの自然鑑賞, 買い物、アウトレット, まちあるき、都市散策	新幹線, 在来線	在来線, 路線バス	不満	敦賀駅で北陸本線からハピライン福井に乗り換える案内がなかった。少なくともホームにしっかり書いておいて欲しかった	40,000円以上 50,000円未満	10,000円以上 20,000円未満	20,000円以上 30,000円未満	2～5回目	観光パンフレット・ポスター, インターネット・アプリ, 観光協会等の案内所	選択なし/該当施設なし	長島温泉	選択なし／該当施設なし	無し	10,000円以上 20,000円未満	とても満足	お土産が豊富、調理器具が充実、パンセットが一人分にちょうど良い	満足	温泉がとても良いけれど、洗顔石鹸がないのが残念	感じた	大浴場にも部屋の浴室にも洗顔石鹸がなかった	8	パンセットが良い	機会があれば行きたい	1人で入れるレストラン	女	1957	東京都	東久留米市	900万円以上 1,000万円未満	景品が当たる, なんとなく	満足	10	たくさんの温泉、海鮮が美味しい
加賀エリア	日本自動車博物館	2025/08/25	同意する	2泊	2泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	小学生以下連れの家族	宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光	飛行機	レンタカー	満足	道がすいていた	40,000円以上 50,000円未満	30,000円以上 40,000円未満	20,000円以上 30,000円未満	初めて	インターネット・アプリ	ゆのくにの森		月うさぎの里		1,000円以上 3,000円未満	どちらでもない	暑い	どちらでもない	椅子が欲しい	感じなかった		6		機会があれば行きたい	現地でしか買えない物が知りたい	女	1980	東京都	北区	800万円以上 900万円未満	景品が当たる, なんとなく	満足	8	
加賀エリア	ゆのくに天祥	2025/08/25	同意する	1泊	1泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	親	温泉や露天風呂	自家用車	自家用車			50,000円以上 100,000円未満	50,000円以上 100,000円未満	5,000円以上 10,000円未満	初めて	インターネット・アプリ	選択なし/該当施設なし		選択なし／該当施設なし	のとじま水族館	50,000円以上 100,000円未満	満足	温泉まんじゅうや卵などがとても美味しくお風呂も綺麗だった	満足		感じなかった		6		機会があれば行きたい	特になし	男	2008	和歌山県	和歌山市	800万円以上 900万円未満	景品が当たる	満足	6	
加賀エリア	ゆのくに天祥	2025/08/25	同意する	1泊	2泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	中学生以上連れの家族	宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる	自家用車	自家用車			50,000円以上 100,000円未満	5,000円以上 10,000円未満	10,000円以上 20,000円未満	初めて	友人・知人	木場潟公園		ゆのくにの森		5,000円以上 10,000円未満	満足	おいしい	不満		感じなかった		4		どちらともいえない	お店少ない閉まるの早い	女	2007	和歌山県	和歌山市	200万円以上 300万円未満	なんとなく	どちらでもない	4	自然感じたい時
加賀エリア	華友禅　菊屋	2025/08/25	同意する	2泊	2泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	名古屋、京都	夫婦2人	温泉や露天風呂	県外から訪れていない（石川県内在住）	自家用車			10,000円以上 20,000円未満	3,000円以上 5,000円未満	使わない	6～10回目	友人・知人	木場潟公園		那谷寺		1,000円以上 3,000円未満	どちらでもない		どちらでもない		感じなかった		4		機会があれば行きたい	特に無し	女	1960	石川県	能美市	200万円以上 300万円未満	なんとなく	どちらでもない	4	温泉旅館
加賀エリア	白峰温泉総湯	2025/08/25	同意する	1泊	1泊	白山エリア （一里野温泉、白峰温泉、白山市など）	石川県外には泊まらない	友人	温泉や露天風呂, 地元の美味しいものを食べる, アウトドア（海水浴、釣り、登山など）	自家用車	自家用車			3,000円以上 5,000円未満	5,000円以上 10,000円未満	3,000円以上 5,000円未満	2～5回目	観光パンフレット・ポスター, 友人・知人, 観光協会等の案内所	選択なし/該当施設なし	白山登山	選択なし／該当施設なし	併設の施設で食事、お土産を済ませたので	5,000円以上 10,000円未満	満足	お肌ツルツル温泉と洗い場の清潔感	とても満足	地元食材の食事と充実したお土産	感じた	6人で食事の順番を待っていたが、ベンチは5人までしか座れなかった	9	地元の食材を使ったお土産物の種類か多かった	また行きたい（1年以内）	白山には毎年行きたいので、シャトルバスの料金をもう値上げしないで	女	1967	福井県	福井市	700万円以上 800万円未満	なんとなく	とても満足	10	施設のスタッフが皆さん好印象でした
加賀エリア	ポイントバケーション加賀山中	2025/08/28	同意する	2泊	2泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	親	温泉や露天風呂, 地元の美味しいものを食べる, 各種体験（手作り、果物狩りなど）	自家用車	自家用車	とても満足	車だと便利	5,000円以上 10,000円未満	100,000円以上	20,000円以上 30,000円未満	2～5回目	新聞・雑誌・ガイドブック, 観光パンフレット・ポスター, YouTube	選択なし/該当施設なし	大野城	選択なし／該当施設なし	一乗	1,000円以上 3,000円未満	とても満足	アイスが美味しい　お土産も買えた	とても満足	綺麗　お風呂が大きい　傷が治った　艶々になる	感じなかった	茶漉しがない	6	お風呂場の化粧水がなにもないのであったら嬉しいです	また行きたい（1年以内）	足湯	女	1996	愛知県	瀬戸市	700万円以上 800万円未満	景品が当たる	とても満足	10	温泉
能登エリア	千里浜レストハウス	2025/08/05	同意する	1泊	1泊	能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）	兵庫県	小学生以下連れの家族	温泉や露天風呂, 地元の美味しいものを食べる	自家用車	自家用車			10,000円以上 20,000円未満	10,000円以上 20,000円未満	30,000円以上 40,000円未満	初めて	新聞・雑誌・ガイドブック	千里浜なぎさドライブウェイ		選択なし／該当施設なし	増穂裏	5,000円以上 10,000円未満	満足	美味しかった	満足		感じなかった		5		機会があれば行きたい	貝拾い	男	1973	兵庫県	神戸市	600万円以上 700万円未満	景品が当たる	どちらでもない	5	
能登エリア	コスモアイル羽咋	2025/08/07	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	富山県	職場の同僚	ドライブ・ツーリング	自家用車, 県外から訪れていない（石川県内在住）	自家用車, 徒歩			5,000円以上 10,000円未満	1,000円以上 3,000円未満	10,000円以上 20,000円未満	2～5回目	観光展・物産展, 観光パンフレット・ポスター, Instagram, 観光協会等の案内所	千里浜なぎさドライブウェイ		選択なし／該当施設なし		10,000円以上 20,000円未満	満足		満足		感じなかった		5		機会があれば行きたい	特になし	無回答	1972	石川県	羽咋市	300万円以上 400万円未満	景品が当たる	満足	5	
能登エリア	千里浜レストハウス	2025/08/09	同意する	日帰り	石川県内には宿泊しない	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	恋人	地元の美味しいものを食べる	自家用車	自家用車			10,000円以上 20,000円未満	3,000円以上 5,000円未満	30,000円以上 40,000円未満	11回目以上	インターネット・アプリ, X(旧：Twitter), Instagram	千里浜なぎさドライブウェイ		禄剛崎灯台		30,000円以上 40,000円未満	満足		満足		感じなかった		6		また行きたい（1年以内）	岩牡蠣	男	1996	石川県	金沢市	700万円以上 800万円未満	クリアファイルが可愛かった	満足	8	
能登エリア	気多大社	2025/08/10	同意する	4泊以上	1泊	能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）	石川県外には泊まらない	自分ひとり	名所、旧跡の観光	自家用車	自家用車			40,000円以上 50,000円未満	40,000円以上 50,000円未満	3,000円以上 5,000円未満	初めて	インターネット・アプリ	千里浜なぎさドライブウェイ		選択なし／該当施設なし		1,000円未満	どちらでもない		どちらでもない		感じなかった		5		機会があれば行きたい	特になし	男	1984	神奈川県	横浜市	200万円以上 300万円未満	景品が当たる	どちらでもない	5	
能登エリア	千里浜レストハウス	2025/08/11	同意する	2泊	2泊	能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）	石川県外には泊まらない	親、兄弟、叔父夫婦	温泉や露天風呂, 地元の美味しいものを食べる, 友人・親戚を訪ねる	自家用車	自家用車			20,000円以上 30,000円未満	5,000円以上 10,000円未満	20,000円以上 30,000円未満	2～5回目	東井外美さん、東井秀人さんご夫妻	選択なし/該当施設なし	道の駅　のと千里浜	選択なし／該当施設なし	金沢エリア	3,000円以上 5,000円未満	とても満足	SSTR Tシャツのデザインがかっこいい	満足	SSTR Cafeは大満足	感じた	建物自体が古いので、SSTR Cafeから海側の扉が手動であったり、トイレが少し古い	9		また行きたい（1年以内）	地産の料理や風習	男	1987	大阪府	大阪市	600万円以上 700万円未満	景品が当たる	満足	10	能登地震の現状を知ることができるてん
能登エリア	千里浜レストハウス	2025/08/11	同意する	2泊	2泊	能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）	石川県外には泊まらない	中学生以上連れの家族	友人・親戚を訪ねる	自家用車	自家用車			30,000円以上 40,000円未満	10,000円以上 20,000円未満	20,000円以上 30,000円未満	2～5回目	友人・知人	のとじま水族館		選択なし／該当施設なし		1,000円未満	満足	景色が良い	満足		感じなかった		5		また行きたい（1年以内）	宿泊施設を増やしてほしい。	男	1990	大阪府	大阪市	400万円以上 500万円未満	景品が当たる	とても満足	10	
